Season,Rank,Player,Age,Team,Position,Games,GamesStarted,MinutesPlayed,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPercentage,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assists,Steals,Blocks,PersonalFouls,Points,Awards
1973-74,18.0,Elvin Hayes,28.0,CAP,PF,81.0,,44.5,8.5,20.1,0.423,4.4,6.1,0.721,4.4,13.7,18.1,2.0,1.1,3.0,3.1,21.4,"MVP-5,AS,NBA2"
1973-74,19.0,Walt Frazier,28.0,NYK,PG,80.0,80.0,41.7,8.4,17.9,0.472,3.7,4.4,0.838,1.5,5.2,6.7,6.9,2.0,0.2,2.7,20.5,"MVP-6,AS,NBA1"
1973-74,20.0,Cazzie Russell,29.0,GSW,SF,82.0,,31.4,9.0,18.7,0.482,2.5,3.0,0.835,1.7,2.6,4.3,2.3,0.7,0.2,2.4,20.5,
1973-74,21.0,Calvin Murphy,25.0,HOU,PG,81.0,,36.1,8.3,15.9,0.522,3.8,4.4,0.868,0.6,1.7,2.3,7.4,1.9,0.0,3.8,20.4,
1973-74,22.0,Jerry West,35.0,LAL,PG,31.0,,31.2,7.5,16.7,0.447,5.3,6.4,0.833,1.0,2.8,3.7,6.6,2.6,0.7,2.6,20.3,AS
1973-74,23.0,Tom Van Arsdale,30.0,PHI,SF,78.0,78.0,39.0,7.9,18.4,0.428,3.8,4.5,0.851,1.1,3.9,5.0,2.6,0.8,0.0,3.8,19.6,
1973-74,24.0,Chet Walker,33.0,CHI,SF,82.0,82.0,32.5,7.0,14.4,0.486,5.4,6.1,0.875,1.6,3.4,5.0,2.4,0.8,0.0,2.5,19.3,AS
1973-74,25.0,Jimmy Walker,29.0,2TM,SG,75.0,,39.4,7.8,16.5,0.469,3.6,4.4,0.82,0.5,2.2,2.7,4.1,1.1,0.1,2.3,19.2,
1973-74,25.0,Jimmy Walker,29.0,HOU,SG,3.0,,12.7,2.3,4.0,0.583,0.0,0.3,0.0,0.0,0.7,0.7,1.3,0.0,0.0,1.3,4.7,
1973-74,25.0,Jimmy Walker,29.0,KCO,SG,72.0,,40.6,8.0,17.1,0.468,3.8,4.6,0.822,0.5,2.3,2.8,4.2,1.1,0.1,2.3,19.8,
1973-74,26.0,Dave Cowens,25.0,BOS,C,80.0,,41.9,8.1,18.4,0.437,2.9,3.4,0.832,3.3,12.4,15.7,4.4,1.2,1.3,3.7,19.0,"MVP-4,AS"
1973-74,27.0,Bob Dandridge,26.0,MIL,SF,71.0,,35.5,8.2,16.3,0.503,2.5,3.0,0.818,1.6,5.1,6.7,2.8,1.6,0.6,3.8,18.9,
1973-74,28.0,Dave Bing,30.0,DET,PG,81.0,,38.6,7.2,16.5,0.436,4.4,5.4,0.813,1.3,2.1,3.5,6.9,1.3,0.2,2.7,18.8,"MVP-11,AS,NBA2"
1973-74,29.0,Jim McMillian,25.0,BUF,SF,82.0,,40.5,7.3,14.8,0.494,4.0,4.6,0.858,2.6,4.8,7.4,3.1,1.6,0.3,2.3,18.6,
1973-74,30.0,Mike Newlin,25.0,HOU,SG,76.0,,34.1,6.7,15.0,0.448,5.0,5.8,0.856,1.0,2.4,3.4,4.8,1.1,0.1,3.4,18.4,
1973-74,31.0,Dave DeBusschere,33.0,NYK,PF,71.0,71.0,38.0,7.9,17.1,0.461,2.3,3.1,0.756,1.9,8.8,10.7,3.6,0.9,0.5,3.1,18.1,"MVP-11,AS"
1973-74,32.0,Dick Snyder,29.0,SEA,SG,74.0,,36.1,7.7,16.1,0.481,2.6,3.0,0.866,1.2,2.9,4.1,3.6,1.2,0.4,3.5,18.1,
1973-74,33.0,Jo Jo White,27.0,BOS,PG,82.0,,39.5,7.9,17.6,0.449,2.3,2.8,0.837,1.2,3.1,4.3,5.5,1.3,0.3,2.3,18.1,AS
1973-74,34.0,Dick Van Arsdale,30.0,PHO,SG,78.0,,36.3,6.6,13.2,0.5,4.6,5.4,0.853,0.8,2.0,2.8,4.2,1.2,0.2,3.1,17.8,
1973-74,35.0,Lucius Allen,26.0,MIL,PG,72.0,,33.2,7.3,14.8,0.495,3.0,3.8,0.788,1.2,2.8,4.0,5.2,1.9,0.3,3.0,17.6,MVP-15
1973-74,36.0,Tiny Archibald,25.0,KCO,PG,35.0,,36.3,6.3,14.1,0.451,4.9,6.0,0.82,0.6,1.8,2.4,7.6,1.6,0.2,2.2,17.6,
1973-74,37.0,Neal Walk,25.0,PHO,C,82.0,,31.1,7.0,15.2,0.46,2.9,3.6,0.791,2.9,7.3,10.2,4.0,0.9,0.7,3.1,16.8,
1973-74,38.0,Fred Brown,25.0,SEA,SG,82.0,,30.5,7.0,15.0,0.471,2.4,2.8,0.863,1.4,3.5,4.9,5.0,1.7,0.2,3.4,16.5,
1973-74,39.0,John Johnson,26.0,POR,SF,69.0,,33.1,6.7,14.3,0.464,3.1,3.8,0.812,2.3,5.1,7.5,4.1,1.0,0.4,3.2,16.4,
1973-74,40.0,Lenny Wilkens,36.0,CLE,PG,74.0,,33.6,6.2,13.4,0.465,3.9,4.9,0.801,1.1,2.7,3.7,7.1,1.3,0.2,2.2,16.4,
1973-74,41.0,Jeff Mullins,31.0,GSW,SG,77.0,,32.4,7.0,14.9,0.473,2.2,2.5,0.875,1.1,2.5,3.6,4.0,0.9,0.3,2.8,16.2,
1973-74,42.0,Mike Riordan,28.0,CAP,SF,81.0,,39.9,7.1,15.1,0.472,1.7,2.1,0.782,1.5,3.2,4.7,3.3,1.3,0.2,2.9,15.9,
1973-74,43.0,Randy Smith,25.0,BUF,SG,82.0,,33.5,6.5,13.2,0.492,2.5,3.5,0.712,1.1,2.8,3.8,4.7,2.5,0.0,3.2,15.5,
1973-74,44.0,Nate Williams,23.0,KCO,SF,82.0,,30.6,6.6,14.2,0.462,2.4,2.9,0.818,1.4,2.8,4.2,2.2,1.8,0.4,3.5,15.5,
1973-74,45.0,Jim Price,24.0,LAL,PG,82.0,,32.0,6.6,14.6,0.449,2.3,2.9,0.799,1.5,3.1,4.6,4.5,1.9,0.4,2.8,15.4,
1973-74,46.0,Gar Heard,25.0,BUF,PF,81.0,,35.7,6.5,14.9,0.435,2.4,3.6,0.65,3.3,8.4,11.7,2.2,1.7,2.8,3.7,15.3,
1973-74,47.0,Ernie DiGregorio,23.0,BUF,PG,81.0,,35.9,6.5,15.6,0.421,2.1,2.4,0.902,0.6,2.1,2.7,8.2,0.7,0.1,3.0,15.2,ROY-1
1973-74,48.0,Steve Mix,26.0,PHI,PF,82.0,82.0,36.2,6.0,12.7,0.475,2.8,3.5,0.792,3.7,6.8,10.5,1.9,2.6,0.5,3.7,14.9,
1973-74,49.0,Bingo Smith,27.0,CLE,SF,82.0,,31.9,6.5,14.4,0.455,1.7,2.1,0.822,1.6,3.7,5.3,2.4,1.1,0.4,3.0,14.8,
1973-74,50.0,Keith Erickson,29.0,PHO,SF,66.0,,30.8,6.0,12.5,0.477,2.7,3.3,0.801,1.4,4.8,6.3,3.1,1.0,0.3,2.9,14.6,
1973-74,51.0,Happy Hairston,31.0,LAL,PF,77.0,,34.2,5.0,9.9,0.507,4.5,5.8,0.771,4.4,9.2,13.5,2.7,0.8,0.2,3.4,14.5,
1973-74,52.0,Norm Van Lier,26.0,CHI,PG,80.0,78.0,35.8,5.3,13.1,0.406,3.6,4.6,0.778,1.4,3.3,4.7,6.9,2.0,0.1,3.5,14.3,"MVP-9,AS,NBA2"
1973-74,53.0,Sam Lacey,25.0,KCO,C,79.0,,39.3,5.9,12.4,0.476,2.3,3.1,0.749,3.7,9.6,13.4,3.8,1.6,2.3,3.2,14.2,
1973-74,54.0,Herm Gilliam,27.0,ATL,PG,62.0,,32.3,6.2,13.6,0.454,1.7,2.2,0.791,1.0,3.3,4.3,5.7,2.2,0.3,3.1,14.1,
1973-74,55.0,Bill Bradley,30.0,NYK,SF,82.0,82.0,34.3,6.1,13.6,0.451,1.8,2.0,0.874,0.7,2.4,3.1,3.0,0.5,0.3,3.4,14.0,
1973-74,56.0,Earl Monroe,29.0,NYK,SG,41.0,41.0,29.1,5.9,12.5,0.468,2.3,2.8,0.823,0.5,2.4,3.0,2.7,0.8,0.5,2.4,14.0,
1973-74,57.0,Kevin Porter,23.0,CAP,PG,81.0,,28.9,5.9,12.3,0.478,2.2,3.1,0.723,1.0,1.2,2.2,5.8,1.2,0.1,3.9,14.0,
1973-74,58.0,Rick Roberson,26.0,POR,C,69.0,,29.9,5.3,11.6,0.457,3.0,4.6,0.649,3.6,6.5,10.2,1.9,0.9,0.8,3.7,13.5,
1973-74,59.0,Jerry Sloan,31.0,CHI,SG,77.0,77.0,37.1,5.4,12.0,0.447,2.5,3.5,0.711,1.9,5.3,7.2,1.9,2.4,0.1,3.5,13.2,
1973-74,60.0,Walt Bellamy,34.0,ATL,C,77.0,,31.7,5.1,10.4,0.486,3.0,5.0,0.608,3.4,6.2,9.6,2.5,0.7,0.6,3.0,13.1,
1973-74,61.0,Archie Clark,32.0,CAP,PG,56.0,,31.9,5.6,12.1,0.467,1.8,2.3,0.786,0.8,1.7,2.5,5.1,1.1,0.1,2.2,13.1,
1973-74,62.0,Don Kojis,35.0,KCO,SF,77.0,,27.2,5.2,10.9,0.478,2.7,3.5,0.772,1.6,3.3,5.0,1.4,1.0,0.2,2.0,13.1,
1973-74,63.0,Nate Thurmond,32.0,GSW,C,62.0,,39.7,5.0,11.2,0.444,3.1,4.6,0.666,4.0,10.1,14.2,2.7,0.7,2.9,2.9,13.0,"MVP-8,AS"
1973-74,64.0,Oscar Robertson,35.0,MIL,PG,70.0,,35.4,4.8,11.0,0.438,3.0,3.6,0.835,1.0,3.0,4.0,6.4,1.1,0.1,1.9,12.7,
1973-74,65.0,Connie Hawkins,31.0,2TM,SF,79.0,,34.9,5.1,10.2,0.501,2.4,3.2,0.761,2.2,4.9,7.2,5.2,1.4,1.0,2.8,12.6,
1973-74,65.0,Connie Hawkins,31.0,PHO,SF,8.0,,27.9,4.5,9.3,0.486,2.3,3.4,0.667,1.8,3.6,5.4,3.5,1.0,0.4,2.5,11.3,
1973-74,65.0,Connie Hawkins,31.0,LAL,SF,71.0,,35.7,5.2,10.3,0.502,2.4,3.2,0.772,2.3,5.1,7.4,5.3,1.5,1.1,2.9,12.8,
1973-74,66.0,John Brisker,26.0,SEA,SF,35.0,,20.5,5.1,11.3,0.449,2.3,2.9,0.82,1.7,2.5,4.2,1.6,0.8,0.2,2.0,12.5,
1973-74,67.0,Dwight Davis,24.0,CLE,PF,76.0,,32.6,4.9,11.3,0.436,2.6,3.6,0.719,2.3,6.2,8.5,2.4,0.8,1.0,3.8,12.5,
1973-74,68.0,Elmore Smith,24.0,LAL,C,81.0,,36.1,5.4,11.7,0.457,1.8,3.1,0.59,2.5,8.7,11.2,1.9,0.9,4.9,3.8,12.5,
1973-74,69.0,Jack Marin,29.0,2TM,SF,74.0,,24.1,4.8,9.6,0.501,2.1,2.4,0.855,0.8,2.3,3.1,2.3,0.6,0.4,2.9,11.7,
1973-74,69.0,Jack Marin,29.0,HOU,SF,47.0,,23.4,4.5,9.4,0.474,1.7,2.1,0.837,0.6,1.6,2.3,2.6,0.5,0.2,2.6,10.7,
1973-74,69.0,Jack Marin,29.0,BUF,SF,27.0,,25.2,5.4,9.9,0.545,2.6,3.0,0.877,1.1,3.4,4.5,1.7,0.9,0.7,3.4,13.4,
1973-74,70.0,Jim Barnett,29.0,GSW,SG,77.0,,21.9,4.5,9.8,0.464,2.4,2.9,0.814,1.0,1.9,2.9,2.7,0.7,0.1,1.9,11.5,
1973-74,71.0,Don Nelson,33.0,BOS,SF,82.0,,21.3,4.4,8.7,0.508,2.6,3.3,0.788,1.1,3.1,4.2,2.0,0.2,0.2,2.3,11.5,
1973-74,72.0,Paul Silas,30.0,BOS,PF,82.0,,31.7,4.1,9.4,0.44,3.2,4.1,0.783,4.1,7.1,11.2,2.3,0.8,0.2,3.0,11.5,
1973-74,73.0,Jim Fox,30.0,SEA,C,78.0,,27.9,4.1,8.6,0.478,3.1,3.8,0.823,3.1,6.0,9.2,2.9,0.7,0.3,3.2,11.3,
1973-74,74.0,Clem Haskins,30.0,PHO,SG,81.0,,22.5,4.5,9.8,0.46,2.1,2.5,0.842,1.0,1.8,2.7,3.2,1.0,0.2,2.0,11.1,
1973-74,75.0,Phil Jackson,28.0,NYK,PF,82.0,21.0,25.0,4.4,9.2,0.477,2.3,3.0,0.776,1.5,4.3,5.8,1.6,0.5,0.8,3.4,11.1,
1973-74,76.0,Willis Reed,31.0,NYK,C,19.0,17.0,26.3,4.4,9.7,0.457,2.2,2.8,0.792,2.5,4.9,7.4,1.6,0.6,1.1,2.6,11.1,
1973-74,77.0,Ron Behagen,23.0,KCO,PF,80.0,,25.7,4.5,10.3,0.432,2.0,2.7,0.764,2.4,4.7,7.1,1.7,0.7,0.5,3.6,11.0,ROY-2
1973-74,78.0,Zaid Abdul-Aziz,27.0,HOU,C,79.0,,31.1,4.3,9.3,0.459,2.4,3.0,0.804,3.3,8.4,11.7,2.1,1.0,1.3,2.9,10.9,
1973-74,79.0,Dick Gibbs,25.0,SEA,SF,71.0,,21.5,4.3,9.9,0.431,2.3,2.8,0.806,1.3,1.9,3.1,1.1,0.5,0.3,2.7,10.8,
1973-74,80.0,Curtis Rowe,24.0,DET,PF,82.0,,30.5,4.6,9.4,0.494,1.4,2.1,0.698,2.0,4.2,6.3,1.7,0.6,0.4,2.2,10.7,
1973-74,81.0,Don Chaney,27.0,BOS,SG,81.0,,27.9,4.3,9.3,0.464,1.8,2.2,0.828,2.6,2.1,4.7,2.2,1.0,0.8,3.0,10.4,
1973-74,82.0,Don Adams,26.0,DET,SF,74.0,,31.1,4.1,10.0,0.408,2.1,2.7,0.761,1.8,4.3,6.1,1.9,1.5,0.2,3.3,10.3,
1973-74,83.0,Butch Beard,26.0,GSW,PG,79.0,,27.0,4.0,7.8,0.512,2.2,3.0,0.739,1.7,3.2,4.9,3.8,1.3,0.1,3.1,10.2,
1973-74,84.0,Mike Bantom,22.0,PHO,PF,76.0,,26.1,4.1,10.4,0.399,1.9,2.8,0.662,2.3,4.6,6.8,2.1,0.7,0.6,3.8,10.1,
1973-74,85.0,Larry Jones,31.0,PHI,PG,72.0,60.0,26.1,3.7,8.6,0.423,2.7,3.3,0.838,1.0,1.6,2.6,3.2,1.2,0.3,1.6,10.0,
1973-74,86.0,Jim Washington,30.0,ATL,PF,73.0,,34.5,4.1,8.4,0.485,1.8,2.7,0.684,2.8,7.2,10.1,2.1,0.7,1.0,3.4,10.0,
1973-74,87.0,Leroy Ellis,33.0,PHI,C,81.0,81.0,35.0,4.0,8.9,0.452,1.8,2.4,0.75,3.6,7.4,11.0,2.3,1.1,1.1,2.8,9.9,
1973-74,88.0,Cliff Meely,26.0,HOU,PF,77.0,,22.8,4.3,10.0,0.427,1.2,1.8,0.643,1.3,4.4,5.7,1.6,0.7,1.0,3.0,9.7,
1973-74,89.0,Larry Steele,24.0,POR,SG,81.0,,32.7,4.0,8.4,0.478,1.7,2.1,0.789,1.1,2.7,3.8,4.0,2.7,0.4,3.6,9.7,
1973-74,90.0,Freddie Boyd,23.0,PHI,PG,75.0,26.0,24.2,3.8,9.5,0.402,1.9,2.6,0.723,0.2,1.0,1.2,3.3,0.8,0.1,2.3,9.5,
1973-74,91.0,Pat Riley,28.0,LAL,SG,72.0,,18.9,4.0,9.3,0.43,1.5,2.0,0.764,0.5,1.3,1.8,2.1,0.8,0.0,2.4,9.5,
1973-74,92.0,Howard Porter,25.0,CHI,SF,73.0,4.0,16.8,4.1,9.0,0.45,1.3,1.6,0.8,1.2,2.7,3.9,0.4,0.3,0.5,1.6,9.4,
1973-74,93.0,John Brown,22.0,ATL,SF,77.0,,22.3,3.6,8.2,0.438,2.1,2.8,0.751,2.3,3.4,5.7,1.5,0.4,0.2,3.1,9.3,
1973-74,94.0,Clifford Ray,25.0,CHI,C,80.0,72.0,32.9,3.9,7.7,0.511,1.5,2.5,0.608,3.6,8.7,12.2,3.1,0.7,2.2,3.5,9.3,MVP-11
1973-74,95.0,George Trapp,25.0,DET,PF,82.0,,18.2,4.1,8.5,0.481,1.2,1.6,0.739,1.2,2.6,3.8,1.0,0.6,0.4,2.8,9.3,
1973-74,96.0,Jon McGlocklin,30.0,MIL,SG,79.0,,24.2,4.2,8.8,0.475,0.9,1.0,0.9,0.4,1.3,1.8,3.1,0.5,0.1,1.6,9.2,
1973-74,97.0,Curtis Perry,25.0,MIL,PF,81.0,,29.5,4.0,9.0,0.446,1.0,1.7,0.582,3.0,5.7,8.7,2.3,1.3,1.2,3.7,9.0,
1973-74,98.0,Stu Lantz,27.0,DET,SG,50.0,,19.6,3.1,7.2,0.427,2.8,3.3,0.848,0.7,1.6,2.3,1.9,0.8,0.1,1.6,8.9,
1973-74,99.0,John Mengelt,24.0,DET,SG,77.0,,20.2,3.2,7.2,0.446,2.4,3.0,0.795,0.5,2.2,2.7,1.9,0.9,0.1,2.1,8.8,
1973-74,100.0,John Block,29.0,KCO,PF,82.0,,21.7,3.4,7.7,0.434,2.0,2.5,0.796,1.6,3.2,4.7,1.1,0.8,0.4,2.8,8.7,
1973-74,101.0,Bob Weiss,31.0,CHI,SG,79.0,11.0,21.6,3.3,7.1,0.466,1.8,2.2,0.835,0.4,0.9,1.3,3.8,1.3,0.2,2.0,8.5,
1973-74,102.0,Bill Bridges,34.0,LAL,PF,65.0,,27.9,3.3,7.9,0.421,1.8,2.5,0.707,3.0,4.7,7.7,2.3,0.9,0.5,3.4,8.4,
1973-74,103.0,Dean Meminger,25.0,NYK,SG,78.0,50.0,26.7,3.5,6.9,0.508,1.3,2.1,0.644,1.6,2.0,3.6,2.1,0.8,0.1,2.1,8.3,
1973-74,104.0,Corky Calhoun,23.0,PHO,SF,77.0,,28.7,3.5,7.5,0.461,1.3,1.7,0.76,1.5,3.8,5.3,1.8,0.9,0.4,3.3,8.2,
1973-74,105.0,Doug Collins,22.0,PHI,SG,25.0,0.0,17.4,2.9,7.8,0.371,2.2,2.9,0.764,0.3,1.6,1.8,1.6,0.5,0.1,2.6,8.0,
1973-74,106.0,Dwight Jones,21.0,ATL,PF,74.0,,19.6,3.2,6.8,0.474,1.6,2.1,0.744,2.0,4.2,6.1,1.2,0.4,0.9,2.7,8.0,
1973-74,107.0,Willie Norwood,26.0,DET,SF,74.0,,15.9,3.3,6.5,0.51,1.3,1.9,0.664,1.3,1.8,3.1,0.8,0.8,0.1,2.1,8.0,
1973-74,108.0,Slick Watts,22.0,SEA,PG,62.0,,23.0,3.2,8.2,0.388,1.6,2.5,0.645,1.2,1.8,2.9,5.7,1.9,0.2,3.3,8.0,ROY-3
1973-74,109.0,Steve Patterson,25.0,CLE,C,76.0,,25.1,3.4,7.9,0.437,0.9,1.5,0.616,2.9,5.2,8.1,2.2,0.6,0.8,2.5,7.8,
1973-74,110.0,Lloyd Neal,23.0,POR,PF,80.0,,19.0,3.1,6.3,0.49,1.5,2.1,0.696,1.9,4.3,6.2,1.1,0.6,0.9,2.4,7.6,
1973-74,111.0,Nick Weatherspoon,23.0,CAP,SF,65.0,,18.7,3.1,7.4,0.412,1.5,2.1,0.691,2.0,4.1,6.1,0.6,0.7,0.2,2.8,7.6,
1973-74,112.0,Henry Bibby,24.0,NYK,PG,66.0,1.0,14.9,3.2,7.0,0.452,1.1,1.3,0.83,0.7,1.3,2.0,1.4,1.0,0.0,1.9,7.5,
1973-74,113.0,Toby Kimball,31.0,PHI,PF,75.0,1.0,21.2,2.9,6.1,0.474,1.7,2.5,0.686,2.5,4.9,7.4,1.0,0.7,0.3,2.7,7.5,
1973-74,114.0,Ed Ratleff,23.0,HOU,SF,81.0,,21.9,3.1,7.2,0.434,1.3,1.6,0.798,1.1,2.4,3.5,2.2,1.1,0.3,2.2,7.5,
1973-74,115.0,Kenny McIntosh,25.0,SEA,SF,69.0,,29.8,3.2,8.3,0.389,0.9,1.6,0.607,1.6,3.6,5.2,1.4,0.8,0.4,2.6,7.4,
1973-74,116.0,Steve Bracey,23.0,ATL,PG,75.0,,19.5,3.2,6.9,0.463,0.9,1.3,0.719,0.3,1.6,1.9,3.1,0.8,0.1,2.1,7.3,
1973-74,117.0,John Gianelli,23.0,NYK,C,70.0,41.0,20.3,3.0,6.2,0.479,1.3,1.7,0.76,1.6,3.3,4.9,1.1,0.3,0.6,2.3,7.3,
1973-74,118.0,Charles Johnson,24.0,GSW,PG,59.0,,17.8,3.3,7.9,0.415,0.6,0.9,0.691,0.8,2.1,3.0,1.7,1.1,0.1,1.9,7.2,
1973-74,119.0,Gary Melchionni,23.0,PHO,PG,69.0,,18.1,2.9,6.4,0.46,1.3,1.6,0.86,0.7,1.4,2.1,2.1,0.6,0.1,1.2,7.2,
1973-74,120.0,Bob Rule,29.0,CLE,C,26.0,,20.8,2.9,7.4,0.396,1.3,1.8,0.739,1.7,2.3,4.0,1.8,0.5,0.4,2.7,7.2,
1973-74,121.0,Paul Westphal,23.0,BOS,SG,82.0,,14.2,2.9,5.8,0.501,1.4,1.9,0.732,0.6,1.1,1.7,2.1,0.5,0.4,2.1,7.2,
1973-74,122.0,Chris Ford,25.0,DET,SG,82.0,,25.1,3.2,7.3,0.444,0.7,0.9,0.74,1.3,2.4,3.7,3.4,1.8,0.2,1.9,7.1,
