Season,Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1971-72,18.0,Chet Walker,31.0,CHI,SF,78.0,33.2,7.9,15.7,0.505,6.2,7.3,0.847,6.1,2.3,2.2,22.0,
1971-72,19.0,Jeff Mullins,29.0,GSW,SG,80.0,40.2,8.6,18.3,0.467,4.4,5.5,0.794,5.6,5.9,3.3,21.5,
1971-72,20.0,Cazzie Russell,27.0,GSW,SF,79.0,36.7,8.7,19.2,0.455,4.0,4.8,0.833,5.4,3.1,2.2,21.4,"MVP-17,AS"
1971-72,21.0,Nate Thurmond,30.0,GSW,C,78.0,43.1,8.1,18.6,0.432,5.3,7.2,0.743,16.1,2.9,2.7,21.4,MVP-8
1971-72,22.0,Jimmy Walker,27.0,DET,SG,78.0,39.5,8.1,17.8,0.457,5.1,6.2,0.827,3.0,4.0,2.5,21.3,AS
1971-72,23.0,Austin Carr,23.0,CLE,SG,43.0,35.8,8.9,20.8,0.426,3.5,4.6,0.76,3.5,3.4,2.3,21.2,ROY-3
1971-72,24.0,Connie Hawkins,29.0,PHO,SF,76.0,36.8,7.5,16.4,0.459,6.0,7.4,0.807,8.3,3.9,3.1,21.0,"MVP-17,AS"
1971-72,25.0,Dick Van Arsdale,28.0,PHO,SG,82.0,37.8,6.6,14.4,0.463,6.5,7.6,0.845,4.1,3.6,2.8,19.7,
1971-72,26.0,Pete Maravich,24.0,ATL,SG,66.0,34.9,7.0,16.3,0.427,5.4,6.6,0.811,3.9,6.0,3.1,19.3,MVP-21
1971-72,27.0,Tom Van Arsdale,28.0,CIN,SF,73.0,35.6,7.5,16.5,0.456,4.1,5.4,0.755,4.8,2.7,3.3,19.2,AS
1971-72,28.0,Bob Kauffman,25.0,BUF,PF,77.0,41.6,7.2,14.6,0.497,4.4,5.6,0.795,10.2,3.9,3.5,18.9,AS
1971-72,29.0,Geoff Petrie,23.0,POR,SG,60.0,35.9,7.8,18.6,0.417,3.4,4.3,0.789,2.2,4.1,1.8,18.9,
1971-72,30.0,Dave Cowens,23.0,BOS,C,79.0,40.3,8.3,17.2,0.484,2.2,3.1,0.72,15.2,3.1,4.0,18.8,"MVP-7,AS"
1971-72,31.0,Jim McMillian,23.0,LAL,SF,80.0,38.1,8.0,16.6,0.482,2.7,3.5,0.791,6.5,2.6,2.6,18.8,
1971-72,32.0,Charlie Scott,23.0,PHO,PG,6.0,29.5,8.0,18.8,0.425,2.8,3.5,0.81,3.8,4.3,3.2,18.8,AS
1971-72,33.0,Walt Bellamy,32.0,ATL,C,82.0,38.9,7.2,13.3,0.545,4.1,7.1,0.585,12.8,3.2,3.1,18.6,MVP-25
1971-72,34.0,Stu Lantz,25.0,HOU,SG,81.0,38.2,6.9,15.8,0.435,4.8,5.7,0.838,4.3,4.2,2.6,18.5,
1971-72,35.0,Bob Dandridge,24.0,MIL,SF,80.0,37.0,7.9,15.8,0.498,2.7,3.6,0.739,7.7,3.1,3.7,18.4,
1971-72,36.0,Calvin Murphy,23.0,HOU,PG,82.0,31.0,7.0,15.3,0.455,4.3,4.8,0.89,3.1,4.8,3.6,18.2,
1971-72,37.0,Lenny Wilkens,34.0,SEA,PG,80.0,37.4,6.0,12.8,0.466,6.0,7.8,0.774,4.2,9.6,2.6,18.0,
1971-72,38.0,Paul Silas,28.0,PHO,PF,80.0,38.5,6.1,12.9,0.47,5.4,7.0,0.773,11.9,4.3,2.5,17.5,"MVP-14,AS"
1971-72,39.0,Oscar Robertson,33.0,MIL,PG,64.0,37.3,6.5,13.9,0.472,4.3,5.2,0.836,5.0,7.7,1.8,17.4,"MVP-15,AS"
1971-72,40.0,Elmore Smith,22.0,BUF,C,78.0,40.8,7.4,16.3,0.454,2.5,4.7,0.534,15.2,1.4,3.9,17.3,ROY-2
1971-72,41.0,John Johnson,24.0,CLE,SF,82.0,37.1,6.8,15.7,0.433,3.4,4.3,0.785,7.7,5.1,3.3,17.0,AS
1971-72,42.0,Jerry Lucas,31.0,NYK,C,77.0,38.0,7.1,13.8,0.512,2.6,3.2,0.791,13.1,4.1,2.8,16.7,MVP-13
1971-72,43.0,Dick Snyder,27.0,SEA,SG,73.0,34.7,6.8,12.8,0.529,3.0,3.5,0.842,3.1,3.9,2.7,16.6,
1971-72,44.0,Jerry Sloan,29.0,CHI,SG,82.0,37.0,6.5,14.7,0.444,3.1,4.8,0.66,8.4,2.6,3.8,16.2,MVP-21
1971-72,45.0,Walt Hazzard,29.0,BUF,PG,72.0,33.2,6.3,13.9,0.451,3.3,4.2,0.782,3.0,5.6,3.2,15.8,
1971-72,46.0,Clem Haskins,28.0,PHO,PG,79.0,31.1,6.4,13.3,0.483,2.8,3.3,0.853,3.4,3.7,2.5,15.7,
1971-72,47.0,Neal Walk,23.0,PHO,C,81.0,26.4,6.2,13.0,0.479,3.2,4.2,0.744,8.2,1.9,3.6,15.7,
1971-72,48.0,Butch Beard,24.0,CLE,PG,68.0,35.8,5.8,12.5,0.464,3.8,5.0,0.76,4.1,6.7,3.1,15.4,AS
1971-72,49.0,Dave DeBusschere,31.0,NYK,PF,80.0,38.4,6.5,15.2,0.427,2.4,3.3,0.728,11.3,3.6,2.7,15.4,"MVP-10,AS"
1971-72,50.0,Bob Rule,27.0,2TM,C,76.0,29.3,6.1,13.9,0.436,3.0,4.4,0.675,7.0,1.5,2.5,15.1,
1971-72,50.0,Bob Rule,27.0,SEA,C,16.0,15.2,2.8,7.8,0.363,1.4,2.7,0.535,3.4,0.4,1.7,7.1,
1971-72,50.0,Bob Rule,27.0,PHI,C,60.0,33.1,6.9,15.6,0.445,3.4,4.9,0.695,8.0,1.8,2.7,17.3,
1971-72,51.0,Bill Bradley,28.0,NYK,SF,78.0,35.6,6.5,13.9,0.465,2.2,2.6,0.849,3.2,4.0,3.3,15.1,MVP-25
1971-72,52.0,Bingo Smith,25.0,CLE,SF,82.0,33.3,6.4,14.5,0.443,2.2,2.7,0.795,6.1,3.0,2.7,15.0,
1971-72,53.0,Rudy Tomjanovich,23.0,HOU,PF,78.0,34.5,6.4,12.9,0.495,2.2,3.1,0.723,11.8,1.5,2.5,15.0,
1971-72,54.0,Wilt Chamberlain,35.0,LAL,C,82.0,42.3,6.0,9.3,0.649,2.7,6.4,0.422,19.2,4.0,2.4,14.8,"MVP-3,AS,NBA2"
1971-72,55.0,Zaid Abdul-Aziz,25.0,SEA,C,58.0,30.7,5.6,12.9,0.429,2.7,3.7,0.72,11.3,2.1,3.1,13.8,
1971-72,56.0,Stan McKenzie,27.0,POR,SF,82.0,24.8,5.0,10.2,0.492,3.8,4.6,0.831,3.3,1.8,2.9,13.8,
1971-72,57.0,Don Nelson,31.0,BOS,PF,82.0,25.4,4.7,9.9,0.48,4.3,5.5,0.788,5.5,2.3,2.7,13.8,
1971-72,58.0,Fred Carter,26.0,2TM,SG,79.0,28.0,5.6,12.9,0.438,2.3,3.7,0.621,4.1,2.7,3.1,13.6,MVP-25
1971-72,58.0,Fred Carter,26.0,BAL,SG,2.0,34.0,3.0,13.5,0.222,1.5,4.5,0.333,9.5,6.0,3.5,7.5,
1971-72,58.0,Fred Carter,26.0,PHI,SG,77.0,27.9,5.7,12.9,0.444,2.3,3.7,0.63,4.0,2.6,3.1,13.8,
1971-72,59.0,Lucius Allen,24.0,MIL,PG,80.0,29.0,5.5,10.9,0.505,2.5,3.2,0.764,3.2,4.2,2.7,13.5,
1971-72,60.0,Willis Reed,29.0,NYK,C,11.0,33.0,5.5,12.5,0.438,2.5,3.5,0.692,8.7,2.0,2.7,13.4,
1971-72,61.0,Randy Smith,23.0,BUF,SF,76.0,27.6,5.7,11.8,0.482,2.1,3.3,0.622,4.8,2.5,2.7,13.4,
1971-72,62.0,Happy Hairston,29.0,LAL,PF,80.0,34.4,4.6,10.0,0.461,3.9,5.0,0.779,13.1,2.4,3.1,13.1,
1971-72,63.0,Rick Roberson,24.0,CLE,PF,63.0,35.0,4.8,10.9,0.442,3.4,5.8,0.587,12.7,1.7,4.0,13.1,
1971-72,64.0,Wes Unseld,25.0,BAL,C,76.0,41.7,5.4,10.8,0.498,2.3,3.6,0.629,17.6,3.7,2.9,13.0,AS
1971-72,65.0,Bill Bridges,32.0,2TM,PF,78.0,35.3,4.9,10.0,0.487,2.8,4.1,0.703,13.5,2.5,3.4,12.6,
1971-72,65.0,Bill Bridges,32.0,ATL,PF,14.0,39.0,3.6,9.6,0.381,2.2,3.1,0.705,13.6,2.9,3.6,9.5,
1971-72,65.0,Bill Bridges,32.0,PHI,PF,64.0,34.5,5.1,10.1,0.509,3.0,4.3,0.702,13.5,2.5,3.4,13.2,
1971-72,66.0,Jim Washington,28.0,2TM,PF,84.0,35.3,4.7,10.5,0.444,3.0,3.8,0.793,8.8,1.7,3.3,12.4,
1971-72,66.0,Jim Washington,28.0,PHI,PF,17.0,32.1,4.0,9.2,0.436,3.2,3.9,0.821,7.9,1.5,3.5,11.2,
1971-72,66.0,Jim Washington,28.0,ATL,PF,67.0,36.1,4.9,10.9,0.446,3.0,3.8,0.785,9.0,1.8,3.2,12.7,
1971-72,67.0,Kevin Loughery,31.0,2TM,SG,76.0,23.3,4.5,10.6,0.422,3.5,4.2,0.822,2.4,2.6,2.8,12.4,
1971-72,67.0,Kevin Loughery,31.0,BAL,SG,2.0,21.0,2.0,8.5,0.235,2.5,4.0,0.625,2.5,4.0,2.5,6.5,
1971-72,67.0,Kevin Loughery,31.0,PHI,SG,74.0,23.4,4.6,10.7,0.426,3.5,4.2,0.827,2.4,2.5,2.8,12.6,
1971-72,68.0,Jim Barnett,27.0,GSW,PG,80.0,27.5,4.7,11.4,0.409,3.1,3.7,0.836,3.1,3.9,2.4,12.4,
1971-72,69.0,Walt Wesley,27.0,CLE,C,82.0,26.6,5.0,12.3,0.41,2.4,3.5,0.674,8.7,0.9,3.0,12.4,
1971-72,70.0,Phil Chenier,21.0,BAL,SG,81.0,30.6,5.0,12.1,0.415,2.2,3.0,0.737,3.3,2.5,2.4,12.3,
1971-72,71.0,Dick Barnett,35.0,NYK,SG,79.0,28.6,5.1,11.6,0.437,2.1,2.7,0.753,1.9,2.5,2.9,12.2,
1971-72,72.0,Earl Monroe,27.0,2TM,SG,63.0,21.2,4.6,10.5,0.434,2.8,3.6,0.781,1.6,2.3,2.2,11.9,
1971-72,72.0,Earl Monroe,27.0,BAL,PG,3.0,34.3,8.7,21.3,0.406,4.3,6.0,0.722,2.7,3.3,3.0,21.7,
1971-72,72.0,Earl Monroe,27.0,NYK,SG,60.0,20.6,4.4,10.0,0.436,2.7,3.4,0.786,1.5,2.2,2.2,11.4,
1971-72,73.0,Don Chaney,25.0,BOS,SG,79.0,28.8,4.7,9.9,0.475,2.5,3.2,0.773,5.0,2.6,3.7,11.9,
1971-72,74.0,Fred Foster,25.0,PHI,SF,74.0,23.0,4.7,11.3,0.415,2.5,3.3,0.761,3.7,1.2,2.5,11.9,
1971-72,75.0,Nate Williams,21.0,CIN,SG,81.0,26.8,5.2,12.0,0.432,1.6,2.1,0.738,4.6,2.1,3.7,11.9,
1971-72,76.0,Elgin Baylor,37.0,LAL,SF,9.0,26.6,4.7,10.8,0.433,2.4,3.0,0.815,6.3,2.0,2.2,11.8,
1971-72,77.0,Hal Greer,35.0,PHI,PG,81.0,29.8,4.8,10.7,0.449,2.2,2.9,0.774,3.3,3.9,3.3,11.8,
1971-72,78.0,Dale Schlueter,26.0,POR,C,81.0,33.2,4.4,8.3,0.525,3.0,4.0,0.739,10.6,3.5,3.4,11.7,
1971-72,79.0,Fred Hilton,24.0,BUF,SG,61.0,22.1,5.1,13.0,0.389,1.5,2.0,0.738,2.6,1.9,2.4,11.6,
1971-72,80.0,Sam Lacey,23.0,CIN,C,81.0,35.0,5.1,12.0,0.422,1.5,2.1,0.704,12.0,2.1,3.5,11.6,
1971-72,81.0,Jim Fox,28.0,2TM,C,81.0,26.9,4.4,9.7,0.449,2.8,3.7,0.764,8.8,1.1,3.2,11.5,
1971-72,81.0,Jim Fox,28.0,CHI,C,10.0,13.3,2.0,5.3,0.377,2.0,2.8,0.714,5.4,0.6,2.1,6.0,
1971-72,81.0,Jim Fox,28.0,CIN,C,71.0,28.8,4.7,10.4,0.454,2.9,3.8,0.77,9.3,1.1,3.3,12.3,
1971-72,82.0,Norm Van Lier,24.0,2TM,PG,79.0,30.6,4.2,9.6,0.439,3.0,3.8,0.79,4.5,6.9,3.0,11.5,
1971-72,82.0,Norm Van Lier,24.0,CIN,PG,10.0,27.5,2.8,9.0,0.311,1.7,2.2,0.773,5.8,5.1,3.2,7.3,
1971-72,82.0,Norm Van Lier,24.0,CHI,PG,69.0,31.0,4.4,9.7,0.456,3.2,4.0,0.791,4.3,7.1,3.0,12.1,
1971-72,83.0,Don Adams,24.0,2TM,SF,73.0,28.4,4.3,10.9,0.392,2.8,3.8,0.745,6.9,1.9,3.6,11.4,
1971-72,83.0,Don Adams,24.0,HOU,SF,3.0,13.7,2.0,6.3,0.316,0.3,0.7,0.5,2.7,1.0,2.3,4.3,
1971-72,83.0,Don Adams,24.0,ATL,SF,70.0,29.0,4.4,11.1,0.394,2.9,3.9,0.747,7.1,2.0,3.7,11.7,
1971-72,84.0,Don Kojis,33.0,SEA,SF,73.0,25.4,4.4,9.4,0.469,2.6,3.2,0.793,4.6,1.1,2.3,11.4,
1971-72,85.0,Curtis Rowe,22.0,DET,PF,82.0,32.5,4.5,9.8,0.46,2.3,3.5,0.669,8.5,1.2,2.1,11.3,ROY-5
1971-72,86.0,Bob Weiss,29.0,CHI,PG,82.0,29.9,4.4,10.1,0.43,2.6,3.1,0.835,2.1,4.6,2.6,11.3,
1971-72,87.0,Gary Gregor,26.0,POR,SF,82.0,28.9,4.9,10.8,0.451,1.4,1.8,0.755,7.2,2.3,2.5,11.1,
1971-72,88.0,Dick Garrett,25.0,BUF,SG,73.0,26.1,4.5,10.1,0.442,1.9,2.2,0.866,3.1,2.3,3.1,10.8,
1971-72,89.0,Jon McGlocklin,28.0,MIL,SG,80.0,27.7,4.7,9.2,0.51,1.4,1.6,0.865,2.3,2.9,1.8,10.7,
1971-72,90.0,Dave Stallworth,30.0,2TM,SF,78.0,26.2,4.3,10.0,0.432,1.9,2.4,0.809,5.6,2.0,2.8,10.6,
1971-72,90.0,Dave Stallworth,30.0,NYK,SF,14.0,16.1,2.4,6.3,0.375,2.1,2.5,0.829,2.5,1.8,2.2,6.8,
1971-72,90.0,Dave Stallworth,30.0,BAL,SF,64.0,28.4,4.7,10.8,0.439,1.9,2.4,0.804,6.2,2.1,2.9,11.4,
1971-72,91.0,Lee Winfield,24.0,SEA,PG,81.0,25.2,4.2,8.5,0.496,2.2,3.2,0.668,2.7,3.6,2.4,10.6,
1971-72,92.0,Herm Gilliam,25.0,ATL,PG,82.0,28.5,4.2,9.4,0.446,1.8,2.1,0.838,4.1,4.6,2.8,10.2,
1971-72,93.0,Rick Adelman,25.0,POR,PG,80.0,30.6,4.1,9.4,0.437,1.9,2.5,0.751,2.9,5.2,2.6,10.1,
1971-72,94.0,John Mengelt,22.0,CIN,SG,78.0,18.4,3.7,7.8,0.474,2.7,3.2,0.825,1.9,1.9,2.1,10.0,
1971-72,95.0,Cliff Meely,24.0,HOU,PF,77.0,23.6,4.1,10.1,0.406,1.7,2.6,0.675,6.6,1.5,3.3,9.9,
1971-72,96.0,Flynn Robinson,30.0,LAL,SG,64.0,15.7,4.1,8.4,0.49,1.7,2.0,0.86,1.8,2.2,2.2,9.9,
1971-72,97.0,Charlie Davis,22.0,CLE,SG,61.0,18.8,3.8,9.3,0.402,2.3,2.8,0.84,1.5,2.0,2.3,9.8,
1971-72,98.0,Johnny Green,38.0,CIN,PF,82.0,23.3,4.0,7.1,0.569,1.7,3.0,0.564,6.8,1.5,2.9,9.8,
1971-72,99.0,Ron Williams,27.0,GSW,PG,80.0,24.2,3.6,7.7,0.474,2.4,2.9,0.833,1.8,3.9,2.9,9.7,
1971-72,100.0,Mike Riordan,26.0,2TM,SF,58.0,23.7,4.0,8.6,0.467,1.4,2.1,0.677,2.2,2.2,2.2,9.5,
1971-72,100.0,Mike Riordan,26.0,NYK,SF,4.0,8.3,1.0,2.8,0.364,0.0,0.3,0.0,0.3,0.5,0.5,2.0,
1971-72,100.0,Mike Riordan,26.0,BAL,SF,54.0,24.9,4.2,9.0,0.469,1.6,2.3,0.683,2.4,2.3,2.4,10.0,
1971-72,101.0,Terry Dischinger,31.0,DET,SF,79.0,26.1,3.7,7.3,0.514,2.0,2.5,0.78,4.3,1.2,3.7,9.4,
1971-72,102.0,Jim McDaniels,23.0,SEA,C,12.0,19.6,4.3,10.3,0.415,0.9,1.5,0.611,6.8,0.8,2.2,9.4,AS
1971-72,103.0,Mike Davis,25.0,BUF,SG,62.0,17.2,3.4,8.1,0.425,2.2,2.9,0.767,1.9,1.3,2.3,9.1,
1971-72,104.0,Mo Layton,23.0,PHO,PG,80.0,23.1,3.8,9.0,0.424,1.5,2.1,0.739,2.1,3.1,2.7,9.1,
1971-72,105.0,Greg Smith,25.0,2TM,SF,82.0,27.5,3.8,8.2,0.461,1.4,2.0,0.661,5.9,2.7,3.2,8.9,
1971-72,105.0,Greg Smith,25.0,MIL,SF,28.0,26.3,3.5,7.1,0.49,1.5,2.1,0.707,5.8,2.3,3.3,8.4,
1971-72,105.0,Greg Smith,25.0,HOU,SF,54.0,28.1,3.9,8.8,0.448,1.3,2.0,0.636,6.0,2.9,3.1,9.1,
1971-72,106.0,Howard Komives,30.0,DET,PG,79.0,26.2,3.3,8.9,0.373,2.1,2.6,0.808,2.2,3.7,2.5,8.7,
1971-72,107.0,John Block,27.0,MIL,PF,79.0,19.3,2.9,6.7,0.44,2.6,3.5,0.749,5.2,1.2,2.7,8.5,
1971-72,108.0,Joe Ellis,27.0,GSW,SF,78.0,18.7,3.6,8.7,0.411,1.2,1.7,0.72,5.0,1.2,2.9,8.4,
1971-72,109.0,William Smith,22.0,POR,C,22.0,20.4,3.3,7.9,0.416,1.7,2.9,0.594,6.1,0.9,3.3,8.3,
1971-72,110.0,Clyde Lee,27.0,GSW,PF,78.0,34.3,3.3,7.0,0.471,1.5,2.8,0.541,14.5,1.1,3.1,8.1,
1971-72,111.0,Dave Wohl,22.0,PHI,PG,79.0,20.6,3.1,7.2,0.429,2.0,2.6,0.757,1.9,2.9,2.9,8.1,
1971-72,112.0,Gar Heard,23.0,SEA,PF,58.0,25.8,3.3,8.2,0.401,1.4,2.2,0.617,7.6,0.9,2.2,7.9,
1971-72,113.0,Stan Love,22.0,BAL,PF,74.0,17.9,3.3,7.2,0.451,1.4,1.9,0.736,4.6,0.7,2.7,7.9,
1971-72,114.0,Don May,26.0,ATL,SF,75.0,17.1,3.1,6.3,0.492,1.7,2.2,0.768,2.9,0.7,1.8,7.9,
1971-72,115.0,Charlie Yelverton,23.0,POR,SG,69.0,17.8,3.0,7.7,0.389,1.9,2.7,0.707,2.9,1.2,2.1,7.9,
1971-72,116.0,Otto Moore,25.0,PHO,C,81.0,20.0,3.2,7.4,0.436,1.2,1.9,0.603,6.7,1.1,2.6,7.6,
1971-72,117.0,Mike Newlin,23.0,HOU,SG,82.0,18.2,3.1,7.5,0.414,1.3,1.8,0.75,2.8,1.6,2.8,7.6,ROY-6
1971-72,118.0,Wali Jones,29.0,MIL,PG,48.0,21.5,3.0,7.4,0.407,1.5,1.9,0.822,1.6,2.9,2.3,7.5,
1971-72,119.0,Willie Norwood,24.0,DET,SF,78.0,16.3,2.8,5.6,0.505,1.8,2.8,0.651,4.1,0.6,2.9,7.5,
1971-72,120.0,Matt Guokas,27.0,CIN,SG,61.0,32.4,3.1,6.3,0.496,1.0,1.4,0.771,2.3,5.3,2.5,7.3,
1971-72,121.0,Phil Jackson,26.0,NYK,PF,80.0,15.9,2.6,5.8,0.44,2.1,2.9,0.732,4.1,0.9,2.8,7.2,
1971-72,122.0,Barry Clemens,28.0,SEA,SF,82.0,17.6,3.1,5.9,0.521,0.9,1.1,0.844,3.5,0.8,2.4,7.1,
1971-72,123.0,Tom Boerwinkle,26.0,CHI,C,80.0,25.3,2.7,6.3,0.438,1.5,2.3,0.656,11.2,3.5,3.2,7.0,
1971-72,124.0,Clifford Ray,23.0,CHI,C,82.0,22.8,2.7,5.4,0.499,1.6,2.7,0.615,10.6,3.1,3.6,7.0,ROY-4
1971-72,125.0,Dave Sorenson,23.0,CLE,PF,76.0,15.3,2.8,6.3,0.448,1.4,1.8,0.779,4.0,1.1,1.6,7.0,
1971-72,126.0,Jerry Chambers,28.0,BUF,SF,26.0,14.2,3.0,6.9,0.433,0.8,1.2,0.688,2.6,0.9,1.5,6.8,
1971-72,127.0,John Tresvant,32.0,BAL,PF,65.0,18.9,2.5,5.5,0.45,1.9,2.3,0.818,5.0,1.3,2.7,6.8,
1971-72,128.0,Pat Riley,26.0,LAL,SG,67.0,13.8,2.9,6.6,0.447,0.8,1.1,0.743,1.9,1.1,1.6,6.7,
1971-72,129.0,Milt Williams,26.0,ATL,PG,10.0,12.7,2.3,5.3,0.434,2.1,2.9,0.724,0.4,2.0,1.8,6.7,
1971-72,130.0,Gary Zeller,24.0,BAL,SG,28.0,16.8,3.0,8.2,0.362,0.8,1.3,0.629,2.3,1.1,2.2,6.7,
1971-72,131.0,Tom Sanders,33.0,BOS,SF,82.0,19.9,2.6,6.4,0.41,1.4,1.7,0.816,4.3,1.2,3.1,6.6,
1971-72,132.0,George Trapp,23.0,ATL,PF,60.0,14.8,2.4,6.5,0.371,1.8,2.3,0.755,3.1,0.9,2.4,6.6,
1971-72,133.0,Gus Johnson,33.0,BAL,PF,39.0,17.1,2.6,6.9,0.383,1.1,1.6,0.683,5.8,1.3,2.3,6.4,
1971-72,134.0,Steve Kuberski,24.0,BOS,PF,71.0,15.9,2.6,6.3,0.417,1.1,1.4,0.784,4.5,0.6,1.8,6.3,
1971-72,135.0,Willie McCarter,25.0,POR,SG,39.0,15.7,2.6,6.6,0.401,0.9,1.4,0.673,1.1,2.2,1.5,6.2,
1971-72,136.0,Bob Quick,25.0,DET,SF,18.0,11.3,2.2,4.6,0.476,1.9,2.5,0.756,2.8,0.6,1.6,6.2,
1971-72,137.0,Cornell Warner,23.0,BUF,PF,62.0,20.0,2.6,5.9,0.443,0.9,1.3,0.744,6.1,0.9,2.0,6.2,
1971-72,138.0,Howard Porter,23.0,CHI,SF,67.0,10.9,2.6,6.0,0.424,0.9,1.1,0.766,2.7,0.4,1.3,6.0,
1971-72,139.0,Curtis Perry,23.0,2TM,C,75.0,24.3,2.4,6.5,0.372,1.0,1.6,0.639,7.9,1.3,3.5,5.8,
1971-72,139.0,Curtis Perry,23.0,HOU,C,25.0,14.2,1.5,4.6,0.33,0.5,1.0,0.5,4.9,0.9,1.9,3.5,
1971-72,139.0,Curtis Perry,23.0,MIL,C,50.0,29.4,2.9,7.4,0.385,1.3,1.9,0.674,9.4,1.6,4.3,7.0,
1971-72,140.0,Luke Jackson,30.0,PHI,PF,63.0,17.2,2.2,5.5,0.396,1.5,2.1,0.692,4.9,1.4,2.2,5.8,
1971-72,141.0,Keith Erickson,27.0,LAL,SF,15.0,17.5,2.7,5.5,0.482,0.4,0.5,0.857,2.6,2.3,1.7,5.7,
1971-72,142.0,Jim King,30.0,CHI,SG,73.0,13.9,2.2,4.9,0.455,1.2,1.5,0.788,1.1,1.4,1.4,5.7,
1971-72,143.0,John Trapp,26.0,LAL,SF,58.0,13.1,2.4,5.4,0.443,0.9,1.3,0.699,3.1,0.7,2.2,5.7,
1971-72,144.0,Pete Cross,23.0,SEA,C,74.0,19.2,2.1,4.8,0.428,1.4,1.9,0.736,6.9,0.9,1.8,5.5,
1971-72,145.0,Jim Davis,30.0,3TM,C,75.0,13.1,2.0,4.5,0.435,1.3,2.1,0.649,3.7,0.7,1.8,5.3,
1971-72,145.0,Jim Davis,30.0,ATL,C,11.0,10.8,0.7,3.0,0.242,0.9,1.6,0.556,3.3,0.7,1.3,2.4,
1971-72,145.0,Jim Davis,30.0,HOU,C,12.0,15.0,1.5,4.5,0.333,2.2,3.2,0.684,3.7,0.4,1.5,5.2,
1971-72,145.0,Jim Davis,30.0,DET,C,52.0,13.2,2.3,4.8,0.482,1.2,1.9,0.653,3.8,0.7,2.0,5.9,
