Season,Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1969-70,81.0,Lucius Allen,22.0,SEA,PG,81.0,22.4,3.8,8.5,0.442,2.2,3.1,0.731,2.6,4.2,2.5,9.8,
1969-70,82.0,Greg Smith,23.0,MIL,PF,82.0,28.9,4.1,8.1,0.511,1.5,2.1,0.718,8.7,1.9,3.7,9.8,
1969-70,83.0,Hank Finkel,27.0,BOS,C,80.0,23.3,3.9,8.5,0.454,2.0,2.9,0.67,7.7,1.3,3.7,9.7,
1969-70,84.0,Norm Van Lier,22.0,CIN,PG,81.0,35.7,3.7,9.2,0.403,2.0,2.8,0.741,5.0,6.2,4.1,9.5,
1969-70,85.0,Walt Wesley,25.0,CHI,C,72.0,19.5,3.8,9.0,0.417,2.0,3.0,0.662,6.3,0.9,2.6,9.5,
1969-70,86.0,Keith Erickson,25.0,LAL,SF,68.0,25.8,3.8,8.3,0.458,1.3,1.8,0.746,4.5,3.1,2.6,8.9,
1969-70,87.0,Ray Scott,31.0,BAL,PF,73.0,19.1,3.5,8.3,0.425,1.9,2.4,0.803,6.3,1.6,2.0,8.9,
1969-70,88.0,Rick Roberson,22.0,LAL,C,74.0,27.1,3.5,7.9,0.447,1.6,2.9,0.566,9.1,1.2,3.5,8.7,
1969-70,89.0,Jerry Chambers,26.0,PHO,SF,79.0,14.4,3.6,8.3,0.43,1.2,1.6,0.728,2.8,0.7,2.1,8.3,
1969-70,90.0,Len Chappell,29.0,MIL,SF,75.0,15.1,3.2,7.0,0.465,1.8,2.8,0.64,3.7,0.7,1.7,8.3,
1969-70,91.0,Barry Clemens,26.0,SEA,SF,78.0,19.1,3.5,7.6,0.454,1.4,1.8,0.793,4.1,1.5,2.4,8.3,
1969-70,92.0,Bernie Williams,24.0,SDR,SG,72.0,17.1,3.5,8.9,0.392,1.3,1.7,0.787,2.2,2.3,1.7,8.3,
1969-70,93.0,Neal Walk,21.0,PHO,C,82.0,17.0,3.1,6.7,0.47,1.9,3.0,0.64,5.5,1.0,2.7,8.2,
1969-70,94.0,Art Harris,23.0,2TM,SG,81.0,19.2,3.5,8.9,0.394,1.1,1.7,0.642,2.0,2.9,2.7,8.1,
1969-70,94.0,Art Harris,23.0,SEA,SG,5.0,35.6,5.6,14.6,0.384,0.8,1.8,0.444,3.8,4.0,2.2,12.0,
1969-70,94.0,Art Harris,23.0,PHO,SG,76.0,18.1,3.4,8.6,0.395,1.1,1.6,0.656,1.9,2.8,2.8,7.8,
1969-70,95.0,Gary Gregor,24.0,ATL,SF,81.0,19.8,3.5,8.2,0.433,1.1,1.4,0.779,4.9,0.8,2.0,8.1,
1969-70,96.0,McCoy McLemore,27.0,DET,SF,73.0,19.5,3.2,6.8,0.466,1.6,2.0,0.821,4.6,1.1,2.2,8.0,
1969-70,97.0,Em Bryant,31.0,BOS,PG,71.0,22.8,3.0,7.3,0.404,1.9,2.5,0.746,3.8,3.3,2.8,7.8,
1969-70,98.0,Dave Stallworth,28.0,NYK,SF,82.0,16.8,2.9,6.8,0.429,2.0,2.7,0.716,3.9,1.7,2.4,7.8,
1969-70,99.0,Willie McCarter,23.0,LAL,SG,40.0,21.5,3.3,8.7,0.378,1.1,1.5,0.717,2.1,2.3,1.8,7.7,
1969-70,100.0,Mike Riordan,24.0,NYK,SG,81.0,20.7,3.1,6.8,0.464,1.4,2.0,0.691,2.4,2.5,2.4,7.7,
1969-70,101.0,Freddie Crawford,28.0,MIL,SG,77.0,17.3,3.2,6.6,0.48,1.3,1.9,0.682,2.4,2.9,2.4,7.6,
1969-70,102.0,Luther Rackley,23.0,CIN,C,66.0,19.0,2.9,6.4,0.449,1.9,3.0,0.636,5.7,0.8,3.1,7.6,
1969-70,103.0,Herm Gilliam,23.0,CIN,SG,57.0,20.4,3.1,7.7,0.406,1.2,1.6,0.747,3.8,3.1,2.9,7.5,
1969-70,104.0,Zaid Abdul-Aziz,23.0,MIL,PF,80.0,20.5,3.0,6.8,0.434,1.5,2.3,0.643,7.5,0.8,2.1,7.4,
1969-70,105.0,Rick Adelman,23.0,SDR,PG,35.0,20.5,2.7,7.1,0.389,1.9,2.6,0.747,2.3,3.2,2.6,7.4,
1969-70,106.0,Johnny Egan,31.0,LAL,PG,72.0,22.6,3.0,6.8,0.438,1.4,1.7,0.818,1.4,3.0,2.4,7.3,
1969-70,107.0,Bingo Smith,23.0,SDR,SF,75.0,16.0,3.2,7.6,0.427,0.9,1.3,0.688,4.4,1.0,1.6,7.3,
1969-70,108.0,Bill Turner,25.0,2TM,SF,72.0,16.3,2.7,6.5,0.421,1.7,2.3,0.737,4.2,0.6,2.7,7.2,
1969-70,108.0,Bill Turner,25.0,SFW,SF,3.0,25.0,3.0,5.7,0.529,1.7,3.3,0.5,4.7,0.3,2.0,7.7,
1969-70,108.0,Bill Turner,25.0,CIN,PF,69.0,15.9,2.7,6.5,0.417,1.7,2.3,0.752,4.2,0.6,2.7,7.2,
