Season,Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1970-71,163.0,Johnny Baum,24.0,CHI,SF,62.0,8.8,2.0,4.7,0.42,0.6,0.9,0.69,2.0,0.5,0.9,4.6,
1970-71,164.0,Paul Long,26.0,BUF,SG,30.0,7.1,1.9,4.0,0.475,0.7,0.8,0.833,1.0,0.8,0.8,4.5,
1970-71,165.0,Joe Cooke,22.0,CLE,SG,73.0,9.9,1.8,4.7,0.393,0.7,0.8,0.814,1.6,1.3,1.8,4.3,
1970-71,166.0,Tom Black,29.0,2TM,C,71.0,12.3,1.7,4.2,0.402,0.8,1.2,0.648,3.6,0.6,1.9,4.2,
1970-71,166.0,Tom Black,29.0,SEA,C,55.0,14.1,2.0,4.9,0.414,0.9,1.3,0.699,4.1,0.8,2.1,5.0,
1970-71,166.0,Tom Black,29.0,CIN,C,16.0,6.3,0.6,2.1,0.303,0.4,0.9,0.4,2.1,0.1,1.3,1.6,
1970-71,167.0,Ron Knight,23.0,POR,PF,52.0,12.7,1.9,4.4,0.43,0.4,0.7,0.5,3.2,1.0,1.9,4.2,
1970-71,168.0,Al Tucker,27.0,BAL,PF,31.0,8.9,1.7,3.7,0.452,0.8,1.0,0.806,2.4,0.2,1.1,4.2,
1970-71,169.0,Jimmy Collins,24.0,CHI,SG,55.0,8.7,1.7,3.9,0.43,0.6,0.8,0.778,1.0,1.1,0.8,4.0,
1970-71,170.0,Bill Stricker,23.0,POR,,1.0,2.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,1.0,4.0,
1970-71,171.0,Greg Howard,23.0,PHO,PF,44.0,9.7,1.5,3.9,0.393,0.8,1.3,0.638,2.7,0.6,1.5,3.9,
1970-71,172.0,George Johnson,23.0,BAL,C,24.0,14.0,1.7,4.2,0.41,0.5,1.3,0.367,4.8,0.4,2.6,3.9,
1970-71,173.0,Levi Fontaine,22.0,SFW,SG,35.0,6.0,1.5,4.1,0.366,0.8,1.1,0.757,0.4,0.6,0.8,3.8,
1970-71,174.0,John Vallely,22.0,ATL,SG,51.0,8.4,1.4,4.0,0.358,0.9,1.2,0.763,0.7,0.9,1.0,3.7,
1970-71,175.0,Bill Turner,26.0,SFW,SF,18.0,11.1,1.4,4.6,0.317,0.7,1.1,0.65,2.3,0.4,1.3,3.6,
1970-71,176.0,Jim Barnes,29.0,BAL,PF,11.0,9.1,1.4,2.5,0.536,0.6,1.0,0.636,1.5,0.7,2.1,3.4,
1970-71,177.0,Toby Kimball,28.0,SDR,PF,80.0,13.8,1.4,3.6,0.387,0.6,1.4,0.472,5.1,0.8,1.6,3.4,
1970-71,178.0,Rex Morgan,22.0,BOS,SG,34.0,7.8,1.2,3.0,0.402,1.0,1.6,0.648,1.8,0.6,1.7,3.4,
1970-71,179.0,Paul Ruffner,22.0,CHI,C,10.0,6.0,1.5,3.5,0.429,0.4,0.8,0.5,1.6,0.2,1.0,3.4,
1970-71,180.0,Dorie Murrey,27.0,2TM,PF,71.0,10.1,1.1,2.5,0.438,1.1,1.6,0.67,3.1,0.5,2.1,3.3,
1970-71,180.0,Dorie Murrey,27.0,POR,PF,2.0,10.0,0.5,3.0,0.167,4.5,5.5,0.818,3.5,0.5,1.5,5.5,
1970-71,180.0,Dorie Murrey,27.0,BAL,PF,69.0,10.1,1.1,2.5,0.448,1.0,1.5,0.653,3.1,0.4,2.1,3.2,
1970-71,181.0,Gary Freeman,22.0,2TM,SF,52.0,7.3,1.3,2.6,0.515,0.6,0.8,0.725,2.0,0.7,1.3,3.2,
1970-71,181.0,Gary Freeman,22.0,MIL,SF,41.0,8.2,1.5,3.0,0.508,0.7,0.9,0.737,2.4,0.8,1.5,3.7,
1970-71,181.0,Gary Freeman,22.0,CLE,SF,11.0,4.3,0.6,1.1,0.583,0.1,0.2,0.5,0.7,0.4,0.4,1.4,
1970-71,182.0,Cliff Anderson,26.0,2TM,SG,28.0,7.1,0.7,2.3,0.308,1.6,2.4,0.687,1.7,0.7,1.0,3.1,
1970-71,182.0,Cliff Anderson,26.0,CLE,SG,23.0,7.4,0.8,2.6,0.322,1.8,2.6,0.683,1.6,0.7,1.0,3.4,
1970-71,182.0,Cliff Anderson,26.0,PHI,SG,5.0,5.4,0.2,1.2,0.167,1.0,1.4,0.714,2.2,0.8,1.4,1.4,
1970-71,183.0,Nate Bowman,27.0,BUF,C,44.0,11.0,1.3,3.4,0.392,0.5,0.9,0.526,3.9,0.9,2.1,3.1,
1970-71,184.0,Larry Mikan,22.0,CLE,SF,53.0,10.1,1.2,3.5,0.333,0.6,1.0,0.618,2.6,0.8,1.1,3.0,
1970-71,185.0,Curtis Perry,22.0,SDR,C,18.0,5.6,1.2,2.7,0.438,0.6,1.1,0.55,1.7,0.3,1.2,2.9,
1970-71,186.0,Garfield Smith,25.0,BOS,C,37.0,7.6,1.1,3.1,0.362,0.6,1.5,0.393,2.6,0.2,1.4,2.9,
1970-71,187.0,Johnny Egan,32.0,2TM,PG,62.0,13.3,1.1,2.9,0.376,0.7,0.8,0.824,1.0,1.8,1.1,2.8,
1970-71,187.0,Johnny Egan,32.0,CLE,PG,26.0,15.8,1.5,3.8,0.408,1.0,1.1,0.893,1.2,2.2,1.2,4.0,
1970-71,187.0,Johnny Egan,32.0,SDR,PG,36.0,11.5,0.8,2.2,0.338,0.5,0.6,0.739,0.9,1.5,1.1,2.0,
1970-71,188.0,Bob Christian,24.0,ATL,C,54.0,9.7,1.0,2.4,0.433,0.7,1.2,0.625,3.3,0.6,2.2,2.8,
1970-71,189.0,Harvey Marlatt,22.0,DET,SG,23.0,9.3,1.1,3.5,0.313,0.7,0.8,0.833,1.0,1.3,1.2,2.8,
1970-71,190.0,Marv Winkler,22.0,MIL,,3.0,4.7,1.0,3.3,0.3,0.7,0.7,1.0,1.3,0.7,1.0,2.7,
1970-71,191.0,Dick Cunningham,24.0,MIL,C,76.0,8.9,1.1,2.6,0.415,0.5,0.8,0.661,3.4,0.6,1.2,2.6,
1970-71,192.0,Greg Fillmore,23.0,NYK,C,39.0,6.9,1.2,2.6,0.441,0.3,0.7,0.481,2.4,0.4,2.1,2.6,
1970-71,193.0,Bob Greacen,23.0,MIL,SF,2.0,21.5,0.5,6.0,0.083,1.5,3.5,0.429,3.0,6.5,3.5,2.5,
1970-71,194.0,Mike Silliman,26.0,BUF,SF,36.0,10.2,1.0,2.2,0.456,0.5,1.1,0.487,1.7,0.6,1.0,2.5,
1970-71,195.0,Bud Ogden,24.0,PHI,SF,27.0,4.9,0.9,2.4,0.364,0.7,1.0,0.692,0.7,0.6,0.8,2.4,
1970-71,196.0,Herb White,22.0,ATL,PG,38.0,8.3,0.9,2.2,0.405,0.6,1.0,0.564,1.3,1.2,1.6,2.4,
1970-71,197.0,Tom Sanders,32.0,BOS,SF,17.0,7.1,0.9,2.6,0.364,0.4,0.5,0.875,1.0,0.6,1.5,2.3,
1970-71,198.0,Jeff Webb,22.0,MIL,SG,29.0,10.3,0.9,2.7,0.346,0.4,0.5,0.733,0.8,0.7,1.1,2.2,
1970-71,199.0,Bill Zopf,22.0,MIL,PG,53.0,7.5,0.9,2.5,0.363,0.4,0.7,0.556,0.9,1.4,0.6,2.2,
1970-71,200.0,Walt Gilmore,23.0,POR,PF,27.0,9.7,0.9,2.0,0.426,0.4,1.0,0.462,2.7,0.4,1.8,2.1,
1970-71,201.0,Al Attles,34.0,SFW,PG,34.0,9.4,0.6,1.6,0.407,0.7,1.2,0.585,1.2,1.7,1.7,2.0,
1970-71,202.0,Moe Barr,26.0,CIN,,31.0,4.7,0.8,2.0,0.403,0.4,0.4,0.846,0.6,0.9,0.9,2.0,
1970-71,203.0,Eddie Mast,22.0,NYK,PF,30.0,5.5,0.8,2.2,0.379,0.4,0.7,0.55,1.9,0.1,0.8,2.0,
1970-71,204.0,Dennis Stewart,23.0,BAL,,2.0,3.0,0.5,2.0,0.25,1.0,1.0,1.0,1.5,0.5,0.0,2.0,
1970-71,205.0,Bob Riley,22.0,ATL,,7.0,5.6,0.6,1.3,0.444,0.7,1.3,0.556,1.7,0.1,0.7,1.9,
1970-71,206.0,Gary Zeller,23.0,BAL,SG,50.0,4.5,0.7,2.3,0.296,0.3,0.6,0.536,0.5,0.1,0.9,1.7,
1970-71,207.0,Claude English,24.0,POR,,18.0,3.9,0.6,2.3,0.262,0.3,0.4,0.714,1.1,0.3,0.8,1.5,
1970-71,208.0,Mike Price,22.0,NYK,SG,56.0,4.5,0.5,1.4,0.37,0.4,0.6,0.706,0.5,0.2,1.0,1.5,
1970-71,209.0,Mike Lynn,25.0,BUF,SF,5.0,5.0,0.4,1.4,0.286,0.6,0.6,1.0,0.8,0.2,1.8,1.4,
1970-71,210.0,Gary Suiter,26.0,CLE,,30.0,4.7,0.6,1.8,0.352,0.1,0.3,0.444,1.4,0.1,0.7,1.4,
1970-71,211.0,Joe Thomas,22.0,PHO,SF,39.0,5.2,0.6,2.2,0.267,0.2,0.5,0.45,1.1,0.4,0.5,1.4,
1970-71,212.0,Ralph Ogden,23.0,SFW,,32.0,5.1,0.5,2.2,0.239,0.3,0.4,0.667,1.0,0.3,0.5,1.3,
1970-71,213.0,Al Henry,21.0,PHI,C,6.0,4.3,0.2,1.0,0.167,0.8,1.2,0.714,1.8,0.0,0.2,1.2,
1970-71,214.0,Willie Williams,24.0,2TM,,25.0,4.2,0.4,1.7,0.238,0.1,0.2,0.6,0.9,0.3,0.6,0.9,
1970-71,214.0,Willie Williams,24.0,BOS,,16.0,3.5,0.4,2.0,0.188,0.2,0.3,0.6,0.6,0.1,0.5,0.9,
1970-71,214.0,Willie Williams,24.0,CIN,,9.0,5.4,0.4,1.1,0.4,0.0,0.0,,1.4,0.7,0.7,0.9,
1970-71,215.0,Milt Williams,25.0,NYK,PG,5.0,2.6,0.2,0.2,1.0,0.4,0.6,0.667,0.0,0.4,0.6,0.8,
1970-71,216.0,A.W. Holt,24.0,CHI,SF,6.0,2.3,0.2,1.3,0.125,0.3,0.5,0.667,0.7,0.0,0.2,0.7,
1970-71,217.0,Earnie Killum,22.0,LAL,,4.0,3.0,0.0,1.0,0.0,0.3,0.3,1.0,0.5,0.0,0.3,0.3,
1970-71,,League Average,,,,,,,,0.449,,,0.745,,,,,
