Season,Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1970-71,60.0,Wes Unseld,24.0,BAL,C,74.0,39.2,5.7,11.4,0.501,2.7,4.1,0.657,16.9,4.0,3.2,14.1,AS
1970-71,61.0,Don Nelson,30.0,BOS,SF,82.0,27.5,5.0,10.7,0.468,3.9,5.2,0.744,6.9,1.9,2.8,13.9,
1970-71,62.0,Stan McKenzie,26.0,POR,SF,82.0,27.9,4.9,11.0,0.441,4.0,4.8,0.836,3.8,2.9,2.9,13.7,
1970-71,63.0,Sam Lacey,22.0,CIN,C,81.0,32.7,5.8,13.8,0.418,1.9,2.8,0.687,11.3,1.4,3.3,13.5,
1970-71,64.0,Jim Washington,27.0,PHI,PF,78.0,32.1,5.1,10.6,0.476,3.3,4.4,0.762,9.6,1.2,3.3,13.4,
1970-71,65.0,Flynn Robinson,29.0,CIN,SG,71.0,19.3,5.3,11.5,0.458,2.7,3.2,0.855,2.0,1.9,2.3,13.3,
1970-71,66.0,Dick Garrett,24.0,BUF,PG,75.0,31.7,5.0,12.0,0.414,2.9,3.3,0.869,3.9,3.5,3.9,12.9,
1970-71,67.0,Neal Walk,22.0,PHO,C,82.0,24.8,5.2,11.5,0.451,2.5,3.3,0.765,8.2,1.4,3.4,12.9,
1970-71,68.0,Rick Adelman,24.0,POR,PG,81.0,28.4,4.7,11.0,0.422,3.3,4.6,0.724,3.5,4.7,2.6,12.6,
1970-71,69.0,Bill Bradley,27.0,NYK,SF,78.0,29.5,5.3,11.7,0.453,1.8,2.2,0.823,3.3,3.6,3.1,12.4,
1970-71,70.0,Bill Bridges,31.0,ATL,PF,82.0,38.3,4.7,10.2,0.458,2.6,4.0,0.639,15.0,2.9,3.9,11.9,
1970-71,71.0,Paul Silas,27.0,PHO,PF,81.0,36.3,4.2,9.7,0.428,3.5,5.1,0.685,12.5,3.0,2.8,11.9,
1970-71,72.0,Terry Dischinger,30.0,DET,SF,65.0,28.5,4.7,8.7,0.535,2.5,3.2,0.763,5.2,1.7,2.9,11.8,
1970-71,73.0,Greg Smith,24.0,MIL,PF,82.0,29.6,5.0,9.7,0.512,1.7,2.6,0.662,7.2,2.8,3.5,11.7,
1970-71,74.0,Don Chaney,24.0,BOS,SG,81.0,28.3,4.3,9.5,0.454,2.9,3.9,0.748,5.7,2.9,3.6,11.5,
1970-71,75.0,John Warren,23.0,CLE,PG,82.0,31.8,4.6,11.0,0.423,2.2,2.6,0.829,4.2,4.2,3.6,11.5,
1970-71,76.0,Don Adams,23.0,SDR,SF,82.0,29.0,4.8,11.7,0.409,1.9,2.6,0.731,7.1,2.1,4.2,11.4,
1970-71,77.0,Mike Davis,24.0,BUF,SG,73.0,22.2,4.3,10.6,0.41,2.7,3.6,0.76,2.6,2.1,3.0,11.4,
1970-71,78.0,Keith Erickson,26.0,LAL,SF,73.0,31.1,5.1,10.7,0.471,1.2,1.5,0.759,5.5,3.1,3.3,11.3,
1970-71,79.0,John Hummer,22.0,BUF,C,81.0,32.6,4.2,9.4,0.444,2.9,5.0,0.58,8.9,2.0,3.5,11.3,
1970-71,80.0,Dave Sorenson,22.0,CLE,PF,79.0,24.6,4.5,10.1,0.445,2.3,2.9,0.803,6.2,2.1,2.3,11.3,
1970-71,81.0,Herm Gilliam,24.0,BUF,SG,80.0,26.0,4.7,11.2,0.422,1.8,2.4,0.751,4.2,3.6,3.1,11.2,
1970-71,82.0,Mel Counts,29.0,PHO,C,80.0,20.9,4.6,10.0,0.457,1.9,2.5,0.753,6.3,1.7,3.5,11.0,
1970-71,83.0,Zaid Abdul-Aziz,24.0,SEA,C,61.0,20.9,4.3,9.8,0.441,2.3,3.1,0.739,7.7,0.7,1.9,10.9,
1970-71,84.0,Tom Boerwinkle,25.0,CHI,C,82.0,28.9,4.4,9.0,0.485,2.0,2.8,0.724,13.8,4.8,3.4,10.8,
1970-71,85.0,Joe Ellis,26.0,SFW,SF,80.0,28.4,4.5,11.2,0.396,1.9,2.5,0.744,6.4,2.0,3.6,10.8,
1970-71,86.0,Bailey Howell,34.0,PHI,PF,82.0,19.4,4.0,8.4,0.472,2.8,3.8,0.73,5.4,1.4,2.9,10.7,
1970-71,87.0,Lee Winfield,23.0,SEA,PG,79.0,20.3,4.2,9.1,0.466,2.1,3.1,0.664,2.4,2.8,1.7,10.5,
1970-71,88.0,Fred Carter,25.0,BAL,SG,77.0,22.2,4.4,10.6,0.417,1.5,2.4,0.65,3.3,2.1,2.1,10.4,
1970-71,89.0,Wali Jones,28.0,PHI,SG,41.0,23.5,4.1,10.2,0.402,1.9,2.5,0.782,1.6,3.1,2.7,10.1,
1970-71,90.0,Elgin Baylor,36.0,LAL,SF,2.0,28.5,4.0,9.5,0.421,2.0,3.0,0.667,5.5,1.0,3.0,10.0,
1970-71,91.0,Em Bryant,32.0,BUF,PG,73.0,29.3,3.9,9.4,0.421,2.1,2.8,0.744,3.6,4.8,3.6,10.0,
1970-71,92.0,Eddie Miles,30.0,BAL,SG,63.0,24.5,4.0,9.4,0.426,1.9,2.3,0.803,2.7,1.7,1.9,9.9,
1970-71,93.0,Jim Fox,27.0,CHI,C,82.0,19.9,3.4,7.5,0.458,2.9,3.9,0.745,7.3,2.4,2.6,9.7,
1970-71,94.0,John Block,26.0,SDR,PF,73.0,20.1,3.4,8.0,0.42,2.9,3.7,0.785,6.1,1.3,2.6,9.6,
1970-71,95.0,Gary Gregor,25.0,POR,PF,44.0,26.2,4.1,9.6,0.43,1.3,2.0,0.663,7.6,1.8,2.7,9.6,
1970-71,96.0,John Trapp,25.0,SDR,SF,82.0,25.4,3.9,9.3,0.42,1.7,2.3,0.755,6.2,1.7,4.1,9.6,
1970-71,97.0,Bob Weiss,28.0,CHI,PG,82.0,27.3,3.4,8.0,0.422,2.8,3.3,0.84,2.3,4.7,2.6,9.5,
1970-71,98.0,McCoy McLemore,28.0,2TM,SF,86.0,26.2,3.5,9.2,0.385,2.4,3.0,0.782,6.6,2.4,2.7,9.4,
1970-71,98.0,McCoy McLemore,28.0,CLE,SF,58.0,31.7,4.4,11.3,0.388,2.9,3.8,0.773,8.0,3.0,2.9,11.7,
1970-71,98.0,McCoy McLemore,28.0,MIL,SF,28.0,14.8,1.8,4.8,0.368,1.2,1.5,0.829,3.8,1.1,2.4,4.7,
1970-71,99.0,Dave Stallworth,29.0,NYK,SF,81.0,19.3,3.6,8.5,0.431,2.1,2.8,0.735,4.3,1.3,2.2,9.4,
1970-71,100.0,Steve Kuberski,23.0,BOS,PF,82.0,22.8,3.8,9.1,0.42,1.6,2.2,0.727,6.6,1.0,2.4,9.3,
1970-71,101.0,Tom Meschery,32.0,SEA,PF,79.0,23.1,3.6,7.8,0.463,2.1,2.7,0.75,6.1,1.4,2.6,9.3,
1970-71,102.0,Charlie Paulk,24.0,CIN,PF,68.0,17.8,4.0,9.4,0.43,1.2,1.9,0.603,4.7,0.4,2.7,9.2,
1970-71,103.0,Cazzie Russell,26.0,NYK,SF,57.0,18.5,3.8,8.8,0.429,1.6,2.1,0.773,3.4,1.4,1.3,9.2,
1970-71,104.0,Bob Boozer,33.0,MIL,PF,80.0,22.2,3.6,8.1,0.45,1.9,2.3,0.818,5.4,1.6,2.7,9.1,
1970-71,105.0,Otto Moore,24.0,DET,C,82.0,23.5,3.8,8.5,0.445,1.5,2.7,0.553,8.5,1.1,2.2,9.0,
1970-71,106.0,Jerry Chambers,27.0,ATL,SF,65.0,18.0,3.6,8.1,0.451,1.6,2.1,0.791,3.8,0.9,1.8,8.9,
1970-71,107.0,Shaler Halimon,25.0,2TM,SG,81.0,20.4,3.7,9.7,0.384,1.3,2.0,0.66,5.1,2.7,2.3,8.8,
1970-71,107.0,Shaler Halimon,25.0,CHI,SG,2.0,11.5,0.5,4.0,0.125,0.0,0.5,0.0,1.0,2.0,2.5,1.0,
1970-71,107.0,Shaler Halimon,25.0,POR,SF,79.0,20.6,3.8,9.8,0.387,1.4,2.0,0.665,5.3,2.7,2.3,8.9,
1970-71,108.0,Jim McMillian,22.0,LAL,SF,81.0,21.6,3.6,7.8,0.459,1.2,1.6,0.769,4.1,1.6,1.5,8.4,
1970-71,109.0,Jim Davis,29.0,ATL,C,82.0,22.7,2.9,6.1,0.479,2.4,3.5,0.677,6.7,1.3,3.1,8.3,
1970-71,110.0,Art Harris,24.0,PHO,PG,56.0,17.0,3.6,8.6,0.411,1.2,2.0,0.611,1.8,2.4,2.4,8.3,
1970-71,111.0,Steve Mix,23.0,DET,SF,35.0,20.9,3.2,7.1,0.446,1.9,2.5,0.764,4.7,1.0,2.1,8.3,
1970-71,112.0,Howard Komives,29.0,DET,PG,82.0,23.6,3.4,8.7,0.385,1.5,1.8,0.801,1.9,3.2,2.2,8.2,
1970-71,113.0,Dale Schlueter,25.0,POR,C,80.0,22.8,3.2,6.6,0.488,1.8,2.7,0.656,7.9,2.4,3.3,8.2,
1970-71,114.0,Bill Hosket,24.0,BUF,PF,13.0,16.7,3.6,6.9,0.522,0.8,1.3,0.647,5.8,1.5,2.1,8.1,
1970-71,115.0,Darrall Imhoff,32.0,CIN,C,34.0,24.3,3.5,7.6,0.461,1.1,2.1,0.507,6.9,2.3,3.5,8.1,
1970-71,116.0,Pete Cross,22.0,SEA,C,79.0,27.8,3.1,7.0,0.442,1.8,2.6,0.69,12.0,1.4,2.7,8.0,
1970-71,117.0,Rich Johnson,24.0,BOS,C,1.0,13.0,4.0,5.0,0.8,0.0,0.0,,5.0,0.0,3.0,8.0,
1970-71,118.0,Bob Quick,24.0,DET,SF,56.0,20.5,2.8,6.1,0.455,2.5,3.1,0.784,4.1,1.0,2.5,8.0,
1970-71,119.0,Larry Siegfried,31.0,SDR,PG,53.0,31.6,2.8,7.1,0.386,2.5,2.9,0.85,3.9,6.5,2.8,8.0,
1970-71,120.0,Bill Hewitt,26.0,DET,PF,62.0,27.8,3.3,7.0,0.467,1.1,1.9,0.575,7.3,2.0,3.0,7.7,
1970-71,121.0,Bob Portman,23.0,SFW,SG,68.0,20.5,3.3,7.1,0.458,1.1,1.6,0.726,4.7,1.0,1.9,7.6,
1970-71,122.0,Luther Rackley,24.0,CLE,C,74.0,19.4,3.0,6.4,0.466,1.6,2.6,0.637,5.3,0.9,2.5,7.6,
1970-71,123.0,Barry Clemens,27.0,SEA,SF,78.0,16.5,3.2,6.7,0.47,1.1,1.5,0.728,3.1,1.2,2.2,7.4,
1970-71,124.0,Bobby Washington,23.0,CLE,PG,47.0,17.5,2.6,6.6,0.397,2.2,3.0,0.743,2.2,4.0,2.2,7.4,
1970-71,125.0,John Tresvant,31.0,2TM,PF,75.0,20.2,2.7,5.8,0.463,1.9,2.7,0.712,5.1,1.1,2.6,7.3,
1970-71,125.0,John Tresvant,31.0,LAL,PF,8.0,8.3,2.3,4.4,0.514,0.9,1.3,0.7,2.9,1.3,1.4,5.4,
1970-71,125.0,John Tresvant,31.0,BAL,PF,67.0,21.7,2.7,6.0,0.459,2.1,2.9,0.713,5.4,1.1,2.8,7.6,
1970-71,126.0,Dennis Awtrey,22.0,PHI,C,70.0,18.5,2.9,6.0,0.475,1.5,2.2,0.662,6.1,1.3,3.0,7.2,
1970-71,127.0,Lucius Allen,23.0,MIL,PG,61.0,19.0,2.9,6.5,0.447,1.3,1.8,0.7,2.5,2.6,1.8,7.1,
1970-71,128.0,Ed Manning,27.0,POR,PF,79.0,19.7,3.1,7.1,0.435,0.9,1.2,0.806,5.2,1.4,2.5,7.1,
1970-71,129.0,Willie McCarter,24.0,LAL,SG,76.0,18.0,3.3,7.8,0.417,0.6,1.0,0.597,1.6,1.7,2.0,7.1,
1970-71,130.0,Nick Jones,25.0,SFW,SG,81.0,14.6,2.8,6.5,0.43,1.4,1.9,0.735,1.4,1.4,2.4,6.9,
1970-71,131.0,Jake Ford,25.0,SEA,,5.0,13.6,1.8,5.0,0.36,3.2,4.4,0.727,1.8,1.8,2.2,6.8,
1970-71,132.0,Luke Jackson,29.0,PHI,C,79.0,22.5,2.5,6.7,0.376,1.7,2.4,0.693,7.2,1.9,2.7,6.7,
1970-71,133.0,Matt Guokas,26.0,2TM,SG,79.0,28.0,2.6,5.3,0.493,1.3,1.7,0.732,2.0,4.3,2.4,6.5,
1970-71,133.0,Matt Guokas,26.0,PHI,SG,1.0,5.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,
1970-71,133.0,Matt Guokas,26.0,CHI,SG,78.0,28.3,2.6,5.4,0.493,1.3,1.8,0.732,2.0,4.4,2.4,6.6,
1970-71,134.0,Hank Finkel,28.0,BOS,C,80.0,15.4,2.7,6.1,0.438,1.2,1.6,0.732,4.3,1.0,2.5,6.5,
1970-71,135.0,Clyde Lee,26.0,SFW,C,82.0,17.0,2.4,5.2,0.453,1.4,2.4,0.558,7.0,0.8,1.7,6.1,
1970-71,136.0,Erwin Mueller,26.0,DET,PF,52.0,23.5,2.4,5.9,0.408,1.2,2.1,0.556,4.3,2.2,1.9,6.0,
1970-71,137.0,Cornell Warner,22.0,BUF,C,65.0,19.9,2.4,5.8,0.415,1.2,2.2,0.552,7.0,0.8,2.2,6.0,
1970-71,138.0,Lamar Green,23.0,PHO,PF,68.0,19.5,2.5,5.4,0.453,0.9,1.6,0.604,6.9,0.8,3.0,5.9,
1970-71,139.0,Gar Heard,22.0,SEA,PF,65.0,15.8,2.3,6.1,0.381,1.3,1.9,0.656,5.0,0.7,1.9,5.9,
1970-71,140.0,Bobby Lewis,25.0,CLE,SG,79.0,23.4,2.3,6.1,0.37,1.4,1.9,0.717,2.6,3.1,2.2,5.9,
1970-71,141.0,Connie Dierking,34.0,2TM,C,54.0,13.6,2.3,6.0,0.388,1.1,1.6,0.685,4.3,1.1,2.1,5.8,
1970-71,141.0,Connie Dierking,34.0,CIN,C,1.0,23.0,3.0,16.0,0.188,0.0,0.0,,7.0,1.0,5.0,6.0,
1970-71,141.0,Connie Dierking,34.0,PHI,C,53.0,13.5,2.3,5.8,0.399,1.2,1.7,0.685,4.3,1.1,2.1,5.8,
1970-71,142.0,Rod Thorn,29.0,SEA,SG,63.0,12.2,2.2,4.7,0.472,1.1,1.6,0.676,1.6,2.9,1.0,5.6,
1970-71,143.0,Fred Foster,24.0,2TM,SF,67.0,13.6,2.2,5.5,0.402,1.1,1.6,0.689,2.3,0.9,1.7,5.5,
1970-71,143.0,Fred Foster,24.0,CIN,SF,1.0,21.0,3.0,8.0,0.375,1.0,3.0,0.333,4.0,0.0,2.0,7.0,
1970-71,143.0,Fred Foster,24.0,PHI,SF,66.0,13.5,2.2,5.5,0.403,1.1,1.6,0.699,2.2,0.9,1.7,5.5,
1970-71,144.0,Bob Arnzen,23.0,CIN,SF,55.0,10.8,2.3,5.0,0.462,0.8,0.9,0.865,2.8,0.4,1.0,5.5,
1970-71,145.0,Fred Taylor,22.0,PHO,SG,54.0,10.2,2.0,5.3,0.387,1.4,2.3,0.624,1.6,0.9,2.1,5.5,
1970-71,146.0,Terry Driscoll,23.0,DET,PF,69.0,18.2,1.9,4.6,0.415,1.6,2.2,0.701,5.8,0.8,3.1,5.4,
1970-71,147.0,Greg Hyder,22.0,CIN,SF,77.0,17.6,2.4,5.3,0.447,0.7,0.9,0.718,4.3,0.6,2.4,5.4,
1970-71,148.0,Freddie Crawford,29.0,2TM,SG,51.0,12.8,2.2,5.5,0.391,0.9,1.9,0.49,2.0,1.5,1.5,5.3,
1970-71,148.0,Freddie Crawford,29.0,BUF,SG,15.0,13.5,2.4,7.1,0.34,1.1,1.7,0.615,2.3,1.6,1.2,5.9,
1970-71,148.0,Freddie Crawford,29.0,PHI,SG,36.0,12.5,2.1,4.9,0.423,0.9,2.0,0.444,1.9,1.5,1.6,5.0,
1970-71,149.0,Adrian Smith,34.0,SFW,SG,21.0,11.8,1.8,4.2,0.427,1.7,2.0,0.854,1.1,1.4,1.1,5.3,
1970-71,150.0,Rudy Tomjanovich,22.0,SDR,PF,77.0,13.8,2.2,5.7,0.383,0.9,1.5,0.652,4.9,0.9,1.6,5.3,
1970-71,151.0,Rick Roberson,23.0,LAL,C,65.0,14.0,1.9,4.6,0.415,1.4,2.2,0.615,4.7,0.7,1.9,5.2,
1970-71,152.0,Bernie Williams,25.0,SDR,SG,56.0,12.6,2.0,6.0,0.331,1.2,1.4,0.84,1.5,2.0,1.4,5.2,
1970-71,153.0,George Wilson,28.0,BUF,PF,46.0,15.5,2.0,5.8,0.342,1.2,1.5,0.812,5.0,1.0,2.2,5.2,
1970-71,154.0,Len Chappell,30.0,2TM,PF,48.0,11.2,1.8,4.1,0.432,1.5,1.8,0.807,3.1,0.4,1.5,5.1,
1970-71,154.0,Len Chappell,30.0,CLE,,6.0,14.3,2.5,6.3,0.395,1.8,2.3,0.786,3.0,0.2,1.5,6.8,
1970-71,154.0,Len Chappell,30.0,ATL,PF,42.0,10.7,1.7,3.8,0.441,1.4,1.8,0.811,3.2,0.4,1.5,4.8,
1970-71,155.0,Bill Dinwiddie,27.0,BOS,PF,61.0,11.8,2.0,5.4,0.375,0.9,1.2,0.73,3.4,0.6,1.5,4.9,
1970-71,156.0,Pat Riley,25.0,LAL,SG,54.0,9.4,1.9,4.7,0.413,1.0,1.6,0.644,1.0,1.3,1.6,4.9,
1970-71,157.0,Art Williams,31.0,BOS,PG,74.0,15.4,2.0,4.5,0.455,0.8,1.1,0.723,2.8,3.1,2.5,4.9,
1970-71,158.0,Fred Hetzel,28.0,LAL,SF,59.0,10.4,1.9,4.3,0.434,1.0,1.3,0.779,2.5,0.6,1.7,4.8,
1970-71,159.0,Jim King,29.0,CHI,PG,55.0,11.7,1.8,4.1,0.439,1.2,1.4,0.81,1.2,1.4,1.0,4.8,
1970-71,160.0,Mike Riordan,25.0,NYK,SF,82.0,16.1,2.0,4.7,0.418,0.8,1.3,0.62,2.1,1.5,1.8,4.8,
1970-71,161.0,Phil Jackson,25.0,NYK,PF,71.0,10.9,1.7,3.7,0.449,1.3,1.9,0.714,3.4,0.4,2.4,4.7,
1970-71,162.0,John Wetzel,26.0,PHO,SG,70.0,15.6,1.8,4.1,0.431,1.2,1.4,0.822,2.2,1.6,2.2,4.7,
